Municipio,Día,Hora,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Escolaridad
TITIRIBÍ,Sábado,23,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
ARJONA,Sábado,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CARTAGENA (CT),Sábado,3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SOGAMOSO,Sábado,4,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
CALOTO,Sábado,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CORINTO,Sábado,6,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PUERTO TEJADA,Sábado,15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PUERTO ESCONDIDO,Sábado,13,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,PRIMARIA
VALENCIA,Sábado,9,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Sábado,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BOGOTÁ D.C. (CT),Sábado,2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BOGOTÁ D.C. (CT),Sábado,10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Sábado,21,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
SOACHA,Sábado,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
MAICAO,Sábado,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
RIOHACHA (CT),Sábado,18,RURAL,INSTALACIONES DEL EJERCITO,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
ZONA BANANERA,Sábado,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
FRANCISCO PIZARRO,Sábado,0,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
IPIALES,Sábado,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CÚCUTA (CT),Sábado,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PUERTO GUZMÁN,Sábado,21,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,60,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
APÍA,Sábado,19,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
APÍA,Sábado,19,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,75,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,PRIMARIA
GALERAS,Sábado,0,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SAN JUAN DE BETULIA,Sábado,20,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SANTIAGO DE TOLÚ,Sábado,15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,62,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,22,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PALMIRA,Sábado,3,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PALMIRA,Sábado,3,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ANORÍ,Domingo,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ITAGUI,Domingo,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO
ITUANGO,Domingo,11,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Domingo,23,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BARRANQUILLA (CT),Domingo,21,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,PRIMARIA
BARRANQUILLA (CT),Domingo,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BARRANQUILLA (CT),Domingo,14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BARRANQUILLA (CT),Domingo,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
SOLEDAD,Domingo,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
CARTAGENA (CT),Domingo,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,49,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PORE,Domingo,17,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
MORALES,Domingo,7,RURAL,SALON COMUNAL,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
MORALES,Domingo,7,RURAL,SALON COMUNAL,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
POPAYÁN (CT),Domingo,9,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
POPAYÁN (CT),Domingo,10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,57,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
SOTARA,Domingo,9,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
TIMBIQUÍ,Domingo,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,EMPLEADO PUBLICO,TECNICO
BOGOTÁ D.C. (CT),Domingo,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
GACHANCIPÁ,Domingo,5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PULÍ,Domingo,14,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
SASAIMA,Domingo,17,URBANA,PLAZAS DE MERCADO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MAICAO,Domingo,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
NEIVA (CT),Domingo,0,URBANA,APARTAMENTO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR
SAN MARTÍN,Domingo,21,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,PRIMARIA
SAN MARTÍN,Domingo,21,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
URIBE,Domingo,22,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
URIBE,Domingo,22,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
TEORAMA,Domingo,15,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
TIBÚ,Domingo,23,RURAL,CARRETERA,CONTUNDENTES,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,PRIMARIA
VALLE DEL GUAMUEZ,Domingo,1,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CALARCA,Domingo,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
CALARCA,Domingo,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BARRANCABERMEJA,Domingo,6,URBANA,ESTADERO,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
GIRÓN,Domingo,15,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
SAN JOAQUÍN,Domingo,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,59,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,PRIMARIA
LÉRIDA,Domingo,1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Domingo,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CALI (CT),Domingo,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR MOTOCICLETA,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CALI (CT),Domingo,4,URBANA,VEHICULO TAXI,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
YUMBO,Domingo,18,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,41,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CÁCERES,Lunes,12,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
MEDELLÍN (CT),Lunes,1,RURAL,ZONA SELVÁTICA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
MEDELLÍN (CT),Lunes,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO
REMEDIOS,Lunes,4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ANALFABETA
TAME,Lunes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SOLEDAD,Lunes,21,URBANA,PARQUES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CARTAGENA DEL CHAIRÁ,Lunes,14,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
VALLEDUPAR (CT),Lunes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Lunes,11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Lunes,1,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,ESTUDIANTE,SECUNDARIA
BOGOTÁ D.C. (CT),Lunes,5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Lunes,15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
GUADUAS,Lunes,6,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
SOACHA,Lunes,10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
RIOHACHA (CT),Lunes,13,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
EL TABLÓN DE GÓMEZ,Lunes,1,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
LOS PATIOS,Lunes,7,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,61,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA
PEREIRA (CT),Lunes,6,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
IBAGUÉ (CT),Lunes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Lunes,13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
CALI (CT),Lunes,8,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CALI (CT),Lunes,19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,63,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA
CALI (CT),Lunes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PALMIRA,Lunes,17,URBANA,TALLERES MECANICA,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
PALMIRA,Lunes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
TRUJILLO,Lunes,19,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
YUMBO,Lunes,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BELLO,Martes,16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO
MEDELLÍN (CT),Martes,10,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,ARMA DE FUEGO,PASAJERO BUS,PASAJERO BUS,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Martes,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
MEDELLÍN (CT),Martes,8,URBANA,RIOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO
SANTAFÉ DE ANTIOQUIA,Martes,17,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
YARUMAL,Martes,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MALAMBO,Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
TUTA,Martes,9,RURAL,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA
SANTANDER DE QUILICHAO,Martes,9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,SOLTERO,VENEZUELA,DELINCUENCIA,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
BOGOTÁ D.C. (CT),Martes,5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
GIRARDOT,Martes,9,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,85,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
NEIVA (CT),Martes,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BARBACOAS,Martes,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
CÚCUTA (CT),Martes,6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
TIBÚ,Martes,14,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
PUERTO GUZMÁN,Martes,6,RURAL,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PEREIRA (CT),Martes,4,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,45,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR
GIRÓN,Martes,0,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
GUARANDA,Martes,17,RURAL,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
ROVIRA,Martes,16,URBANA,ESCENARIOS DEPORTIVOS,CONTUNDENTES,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,ANALFABETA
CALI (CT),Martes,8,URBANA,CONSTRUCCION,CONTUNDENTES,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Martes,23,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Martes,10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,47,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
JAMUNDÍ,Martes,1,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,76,MASCULINO,CASADO,COLOMBIA,EMPLEADO PUBLICO,SUPERIOR
JAMUNDÍ,Martes,20,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO SALUD,TECNICO
PALMIRA,Martes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Miércoles,12,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,ARMA DE FUEGO,A PIE,CONDUCTOR BUS,41,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
MEDELLÍN (CT),Miércoles,21,URBANA,APARTAMENTO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,EDUCADOR,SUPERIOR
RIONEGRO,Miércoles,7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ANALFABETA
SOPETRÁN,Miércoles,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
